solver,family,trial,latency,correct,passed,latency_fail,correctness_fail,response_raw,error
gemini-2.5-flash,reasoning,17,2.2847,False,False,False,True,22,
gemini-2.5-flash,reasoning,18,1.3493,True,True,False,False,80,
gemini-2.5-flash,reasoning,19,1.5686,True,True,False,False,1280,
gemini-2.5-flash,reasoning,20,1.2356,True,True,False,False,15,
gemini-2.5-flash,reasoning,21,1.0415,True,True,False,False,25,
gemini-2.5-flash,reasoning,22,1.2040,True,True,False,False,49,
gemini-2.5-flash,reasoning,23,1.2291,True,True,False,False,81,
gemini-2.5-flash,reasoning,24,1.1292,True,True,False,False,162,
gemini-2.5-flash,reasoning,25,1.0172,True,True,False,False,19,
gemini-2.5-flash,reasoning,26,1.0924,True,True,False,False,48,
gemini-2.5-flash,reasoning,27,1.3516,True,True,False,False,23,
gemini-2.5-flash,reasoning,28,1.1186,True,True,False,False,51,
gemini-2.5-flash,reasoning,29,1.9954,False,False,False,True,36,
gemini-2.5-flash,reasoning,30,1.0628,True,True,False,False,81,
gemini-2.5-flash,reasoning,31,1.0495,True,True,False,False,81,
gemini-2.5-flash,reasoning,32,1.2916,True,True,False,False,80,
gemini-2.5-flash,reasoning,33,1.4188,True,True,False,False,80,
gemini-2.5-flash,reasoning,34,2.0486,True,True,False,False,36,
gemini-2.5-flash,reasoning,35,1.3300,True,True,False,False,768,
gemini-2.5-flash,reasoning,36,1.4263,True,True,False,False,49,
gemini-2.5-flash,reasoning,37,2.0341,True,True,False,False,80,
gemini-2.5-flash,reasoning,38,1.3248,True,True,False,False,36,
gemini-2.5-flash,reasoning,39,1.2780,True,True,False,False,25,
gemini-2.5-flash,reasoning,40,1.4350,False,False,False,True,5,
gemini-2.5-flash,reasoning,41,1.0537,True,True,False,False,243,
gemini-2.5-flash,reasoning,42,1.8977,False,False,False,True,37,
gemini-2.5-flash,reasoning,43,2.6969,False,False,False,True,18,
gemini-2.5-flash,reasoning,44,1.3197,True,True,False,False,1280,
gemini-2.5-flash,reasoning,45,1.0412,True,True,False,False,43,
gemini-2.5-flash,reasoning,46,1.0357,True,True,False,False,32,
gemini-2.5-flash,reasoning,47,1.2361,True,True,False,False,47,
gemini-2.5-flash,reasoning,48,1.2691,True,True,False,False,24,
gemini-2.5-flash,reasoning,49,1.5291,True,True,False,False,51,
gemini-2.5-flash,reasoning,50,1.1212,True,True,False,False,45,
gemini-2.5-flash,reasoning,51,1.9379,False,False,False,True,33,
gemini-2.5-flash,reasoning,52,2.3716,False,False,False,True,8,
gemini-2.5-flash,reasoning,53,2.1295,True,True,False,False,36,
gemini-2.5-flash,reasoning,54,1.3097,True,True,False,False,162,
gemini-2.5-flash,reasoning,55,1.2295,True,True,False,False,17,
gemini-2.5-flash,reasoning,56,1.7223,False,False,False,True,13,
gemini-2.5-flash,reasoning,57,1.5436,True,True,False,False,17,
gemini-2.5-flash,reasoning,58,2.7130,False,False,False,True,35,
gemini-2.5-flash,reasoning,59,1.4311,True,True,False,False,32,
gemini-2.5-flash,reasoning,60,1.2273,True,True,False,False,49,
gemini-2.5-flash,reasoning,61,1.0430,True,True,False,False,49,
gemini-2.5-flash,reasoning,62,0.9146,True,True,False,False,22,
gemini-2.5-flash,reasoning,63,2.0424,False,False,False,True,26,
gemini-2.5-flash,reasoning,64,1.2217,True,True,False,False,25,
gemini-2.5-flash,reasoning,65,0.9177,True,True,False,False,23,
gemini-2.5-flash,reasoning,66,1.7473,False,False,False,True,16,
gemini-2.5-flash,reasoning,67,1.2047,True,True,False,False,45,
gemini-2.5-flash,reasoning,68,2.5535,False,False,False,True,20,
gemini-2.5-flash,reasoning,69,2.5643,False,False,False,True,20,
gemini-2.5-flash,reasoning,70,1.7098,True,True,False,False,162,
gemini-2.5-flash,reasoning,71,1.9490,False,False,False,True,26,
gemini-2.5-flash,reasoning,72,1.9116,True,True,False,False,49,
gemini-2.5-flash,reasoning,73,1.1494,True,True,False,False,64,
gemini-2.5-flash,reasoning,74,2.2579,True,True,False,False,27,
gemini-2.5-flash,reasoning,75,2.2081,False,False,False,True,28,
gemini-2.5-flash,reasoning,76,1.0388,True,True,False,False,52,
gemini-2.5-flash,reasoning,77,1.1202,True,True,False,False,80,
gemini-2.5-flash,reasoning,78,1.9378,False,False,False,True,27,
gemini-2.5-flash,reasoning,79,1.1198,True,True,False,False,42,
gemini-2.5-flash,reasoning,80,1.9384,True,True,False,False,36,
gemini-2.5-flash,reasoning,81,1.4264,True,True,False,False,36,
gemini-2.5-flash,reasoning,82,1.3230,True,True,False,False,31,
gemini-2.5-flash,reasoning,83,2.5544,False,False,False,True,13,
gemini-2.5-flash,reasoning,84,1.3335,True,True,False,False,28,
gemini-2.5-flash,reasoning,85,1.2366,True,True,False,False,26,
gemini-2.5-flash,reasoning,86,2.8359,True,True,False,False,1024,
gemini-2.5-flash,reasoning,87,1.4250,True,True,False,False,17,
gemini-2.5-flash,reasoning,88,1.5094,True,True,False,False,1024,
gemini-2.5-flash,reasoning,89,2.1663,False,False,False,True,14,
gemini-2.5-flash,reasoning,90,1.1155,True,True,False,False,324,
gemini-2.5-flash,reasoning,91,1.4270,True,True,False,False,81,
gemini-2.5-flash,reasoning,92,1.3147,True,True,False,False,80,
gemini-2.5-flash,reasoning,93,2.6655,False,False,False,True,14,
gemini-2.5-flash,reasoning,94,0.8118,True,True,False,False,25,
gemini-2.5-flash,reasoning,95,2.2454,False,False,False,True,26,
gemini-2.5-flash,reasoning,96,1.5289,True,True,False,False,80,
gemini-2.5-flash,reasoning,97,0.9698,True,True,False,False,29,
gemini-2.5-flash,reasoning,98,1.4691,True,True,False,False,64,
gemini-2.5-flash,reasoning,99,1.0213,True,True,False,False,39,
gemini-2.5-flash,reasoning,100,0.8963,True,True,False,False,22,
claude-sonnet-4-5-20250929,perceptual,1,2.5315,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,2,2.2870,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,3,2.2471,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,4,2.5107,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,5,2.2221,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,6,2.4659,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,7,2.2585,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,8,2.3110,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,9,2.1016,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,10,2.3742,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,11,2.0583,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,12,2.4407,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,13,1.9972,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,14,2.1113,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,15,2.3596,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,16,2.7611,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,17,2.0068,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,18,2.5594,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,19,2.3198,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,20,2.6495,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,21,2.2281,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,22,2.3255,True,True,False,False,1,
